STABR,LIBID,LIBNAME,CNTY,BKMOB,MASTER,LIBRARIA,LOCGVT,STGVT,FEDGVT,OTHINCM,TOTINCM,STAFFEXP,PRMATEXP,ELMATEXP,OTHMATEX,TOTEXPCO,OTHOPEXP,TOTOPEXP,LCAP_REV,SCAP_REV,FCAP_REV,OCAP_REV,CAP_REV,CAPITAL,BKVOL,EBOOK,DB_LO_OT,DB_ST,DATABASE,SUBSCRIP,HRS_OPEN,VISITS,REGBOR,TOTCIR,ELMATCIR,GPTERMS,PITUSR,YR_SUB,OBEREG,FIPSST,FIPSCO,FIPSPLAC,CNTYPOP,LAT,LON
AL,103-009,OPP PUBLIC LIBRARY,COVINGTON,0,0,2,$117791.00,$13125.00,$0.00,9760,$140676.00,$72496.00,$19215.00,$6016.00,$3752.00,$28983.00,48998,$150477.00,$0.00,$0.00,$0.00,$0.00,$0.00,$2000.00,28368,37,0,70,70,105,2080,23879,2399,33264,1999,9,2006,2014,5,1,39,57120,37850,31.3071062,-86.2549763
AL,103-010,SAMSON PUBLIC LIBRARY,GENEVA,0,0,0.1,$22963.00,$5839.00,$0.00,1502,$30304.00,,$5772.00,$0.00,$472.00,$6244.00,,$34967.00,$804.00,$0.00,$0.00,$0.00,$804.00,$0.00,8324,0,0,70,70,20,1454,4635,1021,4785,0,7,2268,2014,5,1,61,67800,26742,31.116736,-86.045997
AL,103-011,SLOCOMB PUBLIC LIBRARY,GENEVA,0,0,1,$6500.00,$5880.00,$0.00,0,$12380.00,,$2500.00,$0.00,$300.00,$2800.00,,$17950.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,8841,0,0,70,70,0,880,3700,720,5000,0,10,1035,2014,5,1,61,71040,26742,31.107025,-85.5936724
AL,104-000,HORSESHOE BEND REGIONAL LIBRARY,TALLAPOOSA,1,1.8,1.8,$45285.00,$192536.00,$0.00,5609,$243430.00,$158401.00,$14974.00,$0.00,$0.00,$14974.00,47111,$220486.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,48350,0,0,70,70,9,2592,515,3289,34704,0,7,780,2014,5,1,123,19336,41221,32.8333469,-85.7653961
AL,104-001,ALEXANDER CITY - ADELIA MCCONNELL RUSSELL LIBRARY,TALLAPOOSA,0,0,1,$466372.00,$6891.00,$0.00,43989,$517252.00,$396838.00,$11619.00,$12360.00,$9077.00,$33056.00,131838,$561732.00,$19932.00,$0.00,$0.00,$0.00,$19932.00,$19932.00,29878,10000,2,70,72,58,4992,52208,8868,49134,1947,21,13206,2014,5,1,123,1132,41221,32.9414721,-85.9539223
AL,104-002,DADEVILLE PUBLIC LIBRARY,TALLAPOOSA,0,0,1,$74316.00,$2352.00,$0.00,4254,$80922.00,$58404.00,$4968.00,$1500.00,$2805.00,$9273.00,16723,$84400.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,10062,13454,0,70,70,8,2021,24279,3426,13475,1402,15,3817,2014,5,1,123,19336,41221,32.8333407,-85.7653961
AL,104-003,GOODWATER PUBLIC LIBRARY,COOSA,0,0,0.6,$41075.00,$2795.00,$1512.00,4637,$50019.00,,$4085.00,$0.00,$1007.00,$5092.00,,$46477.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,16733,0,0,70,70,29,2100,11530,3222,4076,0,12,4580,2014,5,1,37,30640,11065,33.0638376,-86.0524899
AL,104-004,AUBURN PUBLIC LIBRARY,LEE,0,7,10,$1615749.00,$25210.00,$19614.00,0,$1660573.00,$1291633.00,$73615.00,$30987.00,$32391.00,$136993.00,231947,$1660573.00,$13222.00,$0.00,$0.00,$0.00,$13222.00,$13222.00,72480,1344,6,70,76,159,3358,124239,39510,237148,10761,44,91880,2014,5,1,81,3076,151708,32.6044107,-85.466363
AL,104-005,OPELIKA - LEWIS COOPER JR. MEMORIAL LIBRARY,LEE,0,2,4,$695949.00,$26881.00,$0.00,0,$722830.00,$557095.00,$60033.00,$15278.00,$24602.00,$99913.00,61133,$718141.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,68674,5148,2,70,72,88,3500,80136,33014,128195,37549,24,30217,2014,5,1,81,57048,151708,32.649137,-85.3759494
AL,104-006,MILLBROOK PUBLIC LIBRARY,ELMORE,0,0,3,$160915.00,$6980.00,$0.00,12224,$180119.00,$134483.00,$9266.00,$5660.00,$5546.00,$20472.00,27659,$182614.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,31878,13454,0,70,70,44,2801,64285,14709,82860,2175,23,21681,2014,5,1,51,48712,80808,32.4767889,-86.3620007
AL,104-008,TALLASSEE COMMUNITY PUBLIC LIBRARY,TALLAPOOSA,0,0,2,$79113.00,$2267.00,$0.00,0,$81380.00,,$8267.00,$0.00,$0.00,$8267.00,,$81380.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,25577,13454,0,70,70,4,2365,28920,2105,44371,641,13,13814,2014,5,1,123,74688,41221,32.5401591,-85.8792243
AL,104-009,WETUMPKA PUBLIC LIBRARY,ELMORE,0,1.5,1.5,$251285.00,$3046.00,$6991.00,24141,$285463.00,$184273.00,$19509.00,$3720.00,$6320.00,$29549.00,56338,$270160.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,28273,13478,2,70,72,38,2854,32278,19778,86636,8411,15,26247,2014,5,1,51,81720,80808,32.535896,-86.205711
AL,516-001,FLORENCE - LAUDERDALE PUBLIC LIBRARY,LAUDERDALE,0,2.5,15,$910450.00,$65941.00,$16615.00,249834,$1242840.00,$630594.00,$62546.00,$17872.00,$28220.00,$108638.00,503587,$1242819.00,$25000.00,$0.00,$0.00,$0.00,$25000.00,$25000.00,72528,43678,3,70,73,87,2754,170714,47456,229167,10159,40,39458,2014,5,1,77,26896,92774,34.8035633,-87.6746533
AL,999-039,TUSCUMBIA - HELEN KELLER PUBLIC LIBRARY,COLBERT,0,1,4,$134856.00,$12748.00,$0.00,6663,$154267.00,$94760.00,$19760.00,$2000.00,$3240.00,$25000.00,34507,$154267.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,36563,28351,0,70,70,20,1992,8956,6924,30352,6402,12,6136,2014,5,1,33,77280,54499,34.7365408,-87.7034975
AL,999-042,LEIGHTON PUBLIC LIBRARY,COLBERT,0,0,1,$2500.00,$5104.00,$3375.00,3960,$14939.00,,$2100.00,$0.00,$3636.00,$5736.00,,$16310.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,7264,0,0,70,70,0,832,2400,696,2053,0,7,2000,2014,5,1,33,42160,54499,34.700231,-87.5289566
AL,999-050,MUSCLE SHOALS PUBLIC LIBRARY,COLBERT,0,0,1,$550163.00,$17452.00,$17000.00,26923,$611538.00,$384898.00,$62420.00,$20139.00,$24642.00,$107201.00,119439,$611538.00,$3940.00,$0.00,$0.00,$0.00,$3940.00,$3940.00,53654,46623,3,70,73,56,2193,176772,14731,241547,138192,56,19919,2014,5,1,33,53016,54499,34.7444578,-87.645404
AL,516-004,ROGERSVILLE PUBLIC LIBRARY,LAUDERDALE,0,1,1,$78665.00,$10447.00,$12000.00,10929,$112041.00,$61448.00,$17663.00,$0.00,$2040.00,$19703.00,19748,$100899.00,$500.00,$0.00,$7750.00,$0.00,$8250.00,$13914.00,36047,0,2,70,72,26,2080,24961,4430,45285,0,10,6821,2014,5,1,77,66216,92774,34.8242352,-87.2920732
AL,999-066,SHEFFIELD PUBLIC LIBRARY,COLBERT,0,0,4,$209477.00,$13363.00,$0.00,13030,$235870.00,$181568.00,$43316.00,$17154.00,$12853.00,$73323.00,36702,$291593.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,56493,69423,10,70,80,52,2000,57229,7213,71364,3484,38,9159,2014,5,1,33,69648,54499,34.7614588,-87.6985416
AL,106-000,NORTHWEST REGIONAL LIBRARY,MARION,0,0,0.5,$26190.00,$57114.00,$44128.00,12784,$140216.00,,$47640.00,$0.00,$0.00,$47640.00,,$118086.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,80337,0,0,70,70,0,1456,52,100,3741,0,0,0,2014,5,1,93,82992,30305,33.9308411,-87.8150451
AL,106-001,HAMILTON - CLYDE NIX PUBLIC LIBRARY,MARION,0,0,1,$81261.00,$0.00,$1500.00,0,$82761.00,,$3000.00,$0.00,$0.00,$3000.00,,$70831.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,17201,0,0,70,70,0,1883,15111,1652,11388,0,6,4197,2014,5,1,93,32848,30305,34.143375,-87.992958
AL,106-002,KENNEDY PUBLIC LIBRARY,LAMAR,0,0,1,$16640.00,$0.00,$0.00,0,$16640.00,,$0.00,$0.00,$0.00,$0.00,,$23397.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,5308,0,0,70,70,0,1920,540,795,1482,0,3,421,2014,5,1,75,39520,14203,33.5860805,-87.9759123
AL,106-003,GUIN - MCHS COMMUNITY LIBRARY,MARION,0,1,1.5,$37438.00,$0.00,$7000.00,0,$44438.00,,$8750.00,$0.00,$0.00,$8750.00,,$44438.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,21303,0,0,70,70,0,1950,16931,2042,17835,0,9,4404,2014,5,1,93,32224,30305,33.9822137,-87.9177289
AL,106-005,RUSSELLVILLE PUBLIC LIBRARY,FRANKLIN,0,0,1,$50700.00,$19146.00,$0.00,1980,$71826.00,$68264.00,$9215.00,$0.00,$922.00,$10137.00,13198,$91599.00,$0.00,$0.00,$0.00,$0.00,$0.00,$1980.00,23627,0,0,70,70,0,1725,7365,13779,24045,0,5,2398,2014,5,1,59,67056,31542,34.5047372,-87.7302538
AL,106-006,SULLIGENT PUBLIC LIBRARY,LAMAR,0,0,1,$33545.00,$0.00,$4000.00,0,$37545.00,,$5000.00,$0.00,$0.00,$5000.00,,$38546.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,14669,0,0,70,70,0,1992,6187,2988,8430,0,5,1583,2014,5,1,75,73728,14203,33.9003387,-88.1317513
AL,106-007,VERNON - MARY WALLACE COBB MEMORIAL LIBRARY,LAMAR,0,0,1,$56535.00,$0.00,$500.00,0,$57035.00,,$1400.00,$0.00,$0.00,$1400.00,,$57035.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,12988,0,0,70,70,0,2129,11534,6299,10491,0,9,2182,2014,5,1,75,78480,14203,33.757955,-88.1107773
AL,106-008,RED BAY - WEATHERFORD PUBLIC LIBRARY,FRANKLIN,0,0,0.63,$38044.00,$0.00,$0.00,0,$38044.00,,$800.00,$0.00,$310.00,$1110.00,,$38043.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,12393,0,0,70,70,0,1200,8492,2829,5827,0,7,2492,2014,5,1,59,63576,31542,34.4427927,-88.1573331
AL,106-009,WINFIELD PUBLIC LIBRARY,MARION,0,0,1,$84631.00,$0.00,$5000.00,0,$89631.00,$65625.00,$11120.00,$0.00,$4080.00,$15200.00,8404,$89229.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,23224,0,0,70,70,0,2086,23164,5812,28123,0,24,6224,2014,5,1,93,82992,30305,33.9308411,-87.8150451
AL,107-001,ATHENS - LIMESTONE PUBLIC LIBRARY,LIMESTONE,0,3,5.6,$280000.00,$84704.00,$13135.00,163537,$541376.00,$394373.00,$26904.00,$5522.00,$4100.00,$36526.00,116477,$547376.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,69327,52716,2,70,72,61,2347,81736,13982,131604,9274,16,18756,2014,5,1,83,2956,88924,34.7998164,-86.9645795
AL,107-002,DECATUR PUBLIC LIBRARY,MORGAN,0,1,20,$426073.00,$88605.00,$10000.00,350265,$874943.00,$538914.00,$63954.00,$5208.00,$46292.00,$115454.00,239615,$893983.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,106934,27929,0,70,70,155,3172,176085,33296,179656,13125,37,33425,2014,5,1,103,20104,119628,34.606014,-86.981431
AL,107-003,HARTSELLE - WILLIAM BRADFORD HUIE LIBRARY OF HARTSELLE,MORGAN,0,0,2,$100973.00,$22606.00,$2000.00,3000,$128579.00,$89988.00,$8033.00,$5000.00,$1335.00,$14368.00,24223,$128579.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,26850,13371,1,70,71,6,2184,25276,10453,26936,2262,8,14280,2014,5,1,103,33448,119628,34.444159,-86.934983
AL,107-004,LAWRENCE COUNTY PUBLIC LIBRARY,LAWRENCE,0,0,1,$72000.00,$31542.00,$0.00,7121,$110663.00,$74270.00,$4454.00,$0.00,$738.00,$5192.00,31573,$111035.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,34309,128,1,70,71,7,2075,26915,11576,29320,0,17,17480,2014,5,1,79,51600,33571,34.4758893,-87.2944961
AL,500-000,BALDWIN COUNTY LIBRARY COOPERATIVE,BALDWIN,1,0,2,$81442.00,$98007.00,$4850.00,11559,$195858.00,$129703.00,$4689.00,$0.00,$0.00,$4689.00,43922,$178314.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,20466,7,0,70,70,2,3432,32240,4906,38647,84,8,10560,2014,5,1,3,65208,195443,30.550709,-87.716861
AL,500-001,DAPHNE PUBLIC LIBRARY,BALDWIN,0,5,7,$824258.00,$17245.00,$20000.00,19999,$881502.00,$554968.00,$46835.00,$10000.00,$13000.00,$69835.00,122840,$747643.00,$110873.00,$0.00,$0.00,$0.00,$110873.00,$110873.00,60126,9169,5,70,75,62,2547,218213,21979,317151,10558,24,26368,2014,5,1,3,19648,195443,30.6181,-87.905194
AL,500-002,FAIRHOPE PUBLIC LIBRARY,BALDWIN,0,1,5,$630000.00,$15881.00,$2000.00,87195,$735076.00,$528189.00,$53998.00,$18510.00,$20335.00,$92843.00,115854,$736886.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,74215,18117,6,70,76,180,2704,197652,18647,219726,10557,92,60789,2014,5,1,3,25240,195443,30.5230526,-87.9008897
AL,999-072,FOLEY PUBLIC LIBRARY,BALDWIN,0,1,1,$788921.00,$14872.00,$0.00,0,$803793.00,$538027.00,$69569.00,$9460.00,$33580.00,$112609.00,250894,$901530.00,$0.00,$0.00,$0.00,$0.00,$0.00,$14100.00,77535,20662,6,70,76,54,3338,518734,22182,744893,179125,61,36128,2014,5,1,3,26992,195443,30.4063657,-87.6795864
AL,500-004,BAY MINETTE PUBLIC LIBRARY,BALDWIN,0,1,7,$288227.00,$7879.00,$7000.00,10695,$313801.00,$237297.00,$31242.00,$3000.00,$12012.00,$46254.00,30250,$313801.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,42443,23329,3,70,73,44,2600,78000,10659,99850,3799,11,20601,2014,5,1,3,4660,195443,30.8826155,-87.776059
AL,500-005,LOXLEY PUBLIC LIBRARY,BALDWIN,0,0,1,$20554.00,$1659.00,$0.00,0,$22213.00,,$3000.00,$450.00,$1250.00,$4700.00,,$26926.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,9508,0,0,70,70,0,1350,10000,1290,9880,0,13,5000,2014,5,1,3,44608,195443,30.619925,-87.7529391
AL,500-006,OSCAR JOHNSON MEMORIAL LIBRARY,BALDWIN,0,0,1,$4200.00,$717.00,$0.00,1000,$5917.00,,$1717.00,$0.00,$150.00,$1867.00,,$6967.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,9501,2,0,70,70,0,780,3192,266,1976,0,5,100,2014,5,1,3,70536,195443,30.5450831,-87.7518658
AL,999-071,ROBERTSDALE PUBLIC LIBRARY,BALDWIN,0,0,1,$310482.00,$5360.00,$0.00,0,$315842.00,$208881.00,$39580.00,$0.00,$11255.00,$50835.00,18256,$277972.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,28085,0,0,70,70,33,2624,65782,8257,83981,0,13,42137,2014,5,1,3,65208,195443,30.552994,-87.7134011
AL,500-008,GULF SHORES - THOMAS B. NORTON PUBLIC LIBRARY,BALDWIN,0,4,7,$544305.00,$9839.00,$1980.00,61125,$617249.00,$444940.00,$23899.00,$9796.00,$19157.00,$52852.00,119457,$617249.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,48180,23329,9,70,79,56,2548,189545,12806,104475,7859,24,11536,2014,5,1,3,32272,195443,30.2724838,-87.6922688
AL,501-001,ADAMSVILLE PUBLIC LIBRARY,JEFFERSON,0,0,1,$100400.00,$2462.00,$0.00,13791,$116653.00,,$3589.00,$0.00,$964.00,$4553.00,,$103771.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,15629,13440,0,70,70,9,2340,20975,2847,22588,2331,12,12610,2014,5,1,73,460,659197,33.6001341,-86.9532308
AL,501-002,BESSEMER PUBLIC LIBRARY,JEFFERSON,0,4,5,$669654.00,$15128.00,$0.00,48327,$733109.00,$363559.00,$14655.00,$0.00,$1250.00,$15905.00,468018,$847482.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,76230,13440,1,70,71,60,2860,123238,20713,35829,390,41,74044,2014,5,1,73,5980,659197,33.403367,-86.954919
AL,501-003,MOUNTAIN BROOK - EMMET O'NEAL LIBRARY,JEFFERSON,0,9,10,$2394870.00,$11248.00,$0.00,59619,$2465737.00,$1717284.00,$188296.00,$21170.00,$121945.00,$331411.00,597369,$2646064.00,$71148.00,$0.00,$0.00,$0.00,$71148.00,$71148.00,121337,13440,5,70,75,201,3250,199234,13804,476824,156714,72,45699,2014,5,1,73,51696,659197,33.501479,-86.756435
AL,501-004,FAIRFIELD - WALTER J. HANNA MEMORIAL LIBRARY,JEFFERSON,0,1,5,$195999.00,$6124.00,$0.00,5390,$207513.00,$97758.00,$19173.00,$0.00,$2606.00,$21779.00,63018,$182555.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,17762,13440,1,70,71,27,2496,19435,4428,18854,-1,16,23302,2014,5,1,73,25120,659197,33.491112,-86.915404
AL,501-005,FULTONDALE PUBLIC LIBRARY,JEFFERSON,0,0,1,$478873.00,$4618.00,$0.00,11242,$494733.00,$327902.00,$26214.00,$0.00,$4618.00,$30832.00,103846,$462580.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,70296,13440,1,70,71,0,3342,80000,3600,27581,2274,23,17293,2014,5,1,73,28552,659197,33.6084582,-86.7983605
AL,501-006,GARDENDALE - MARTHA MOORE PUBLIC LIBRARY,JEFFERSON,0,1,8,$581016.00,$9645.00,$0.00,6490,$597151.00,$477997.00,$17104.00,$1500.00,$15079.00,$33683.00,102263,$613943.00,$0.00,$0.00,$0.00,$0.00,$0.00,$14800.00,52410,13440,1,70,71,52,2673,109607,10414,162303,7885,31,20391,2014,5,1,73,29056,659197,33.650038,-86.818551
AL,501-007,GRAYSVILLE PUBLIC LIBRARY,JEFFERSON,0,0,1,$80000.00,$1501.00,$0.00,7519,$89020.00,,$5634.00,$0.00,$0.00,$5634.00,,$74051.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,14232,13440,1,70,71,0,1992,8715,1942,13346,630,8,2777,2014,5,1,73,31384,659197,33.62657,-86.973355
AL,501-008,HOMEWOOD PUBLIC LIBRARY,JEFFERSON,0,7.48,29.53,$2131324.00,$17495.00,$0.00,24200,$2173019.00,$1581919.00,$124560.00,$65392.00,$70226.00,$260178.00,236714,$2078811.00,$56850.00,$0.00,$0.00,$0.00,$56850.00,$54148.00,73579,13440,9,70,79,238,3287,449597,24928,516808,28994,127,260985,2014,5,1,73,35800,659197,33.475485,-86.795527
AL,501-009,HOOVER PUBLIC LIBRARY,JEFFERSON,0,21.8,32.31,$5893125.00,$57133.00,$27528.00,247803,$6225589.00,$4185080.00,$322035.00,$125208.00,$166388.00,$613631.00,1351722,$6150433.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,228086,13440,7,70,77,258,3416,657718,65357,1526989,60803,173,106111,2014,5,1,73,35896,659197,33.3878766,-86.8059591
AL,501-010,HUEYTOWN PUBLIC LIBRARY,JEFFERSON,0,0,1,$117307.00,$11171.00,$0.00,15680,$144158.00,$79089.00,$12735.00,$0.00,$905.00,$13640.00,24967,$117696.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,26151,13440,1,70,71,0,2298,39845,7356,51421,4102,16,22748,2014,5,1,73,36448,659197,33.448032,-86.996988
AL,501-011,IRONDALE PUBLIC LIBRARY,JEFFERSON,0,2,2,$357806.00,$8588.00,$10000.00,26022,$402416.00,$265655.00,$45395.00,$501.00,$17421.00,$63317.00,57371,$386343.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,41213,13440,0,70,70,62,2351,22120,4252,61621,3691,14,12543,2014,5,1,73,37864,659197,33.537758,-86.706599
AL,501-012,LEEDS - JANE CULBRETH LIBRARY,JEFFERSON,0,2,5,$380306.00,$8203.00,$0.00,18174,$406683.00,$305677.00,$13603.00,$0.00,$5892.00,$19495.00,78312,$403484.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,31209,13440,1,70,71,82,2312,44456,5147,53329,4515,9,18742,2014,5,1,73,41968,659197,33.543466,-86.541708
AL,501-013,MIDFIELD PUBLIC LIBRARY,JEFFERSON,0,0,1,$90000.00,$3721.00,$0.00,13848,$107569.00,$63523.00,$5600.00,$0.00,$1579.00,$7179.00,38360,$109062.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,16046,13440,1,70,71,22,2300,40796,2797,11604,146,10,8235,2014,5,1,73,48376,659197,33.4576713,-86.9155953
AL,501-014,PLEASANT GROVE PUBLIC LIBRARY,JEFFERSON,0,0,3,$155426.00,$7060.00,$0.00,10878,$173364.00,$109034.00,$11633.00,$0.00,$2359.00,$13992.00,34613,$157639.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,20091,13440,2,70,72,27,2355,24452,3868,36956,2714,15,15226,2014,5,1,73,61008,659197,33.49169,-86.971744
AL,501-015,TARRANT PUBLIC LIBRARY,JEFFERSON,0,0,1,$166349.00,$4435.00,$0.00,0,$170784.00,$120431.00,$13335.00,$0.00,$4160.00,$17495.00,31599,$169525.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,37754,13440,1,70,71,56,2266,27854,2282,13663,795,9,11234,2014,5,1,73,74976,659197,33.583108,-86.76988
AL,501-016,TRUSSVILLE PUBLIC LIBRARY,JEFFERSON,0,4,5,$1052686.00,$13882.00,$10000.00,52970,$1129538.00,$755559.00,$105982.00,$0.00,$42895.00,$148877.00,255556,$1159992.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,71047,13440,5,70,75,98,2933,289877,15516,524588,12896,34,20191,2014,5,1,73,76944,659197,33.626614,-86.604764
AL,501-017,VESTAVIA HILLS LIBRARY IN THE FOREST,JEFFERSON,0,4,6,$1690197.00,$23649.00,$33963.00,102222,$1850031.00,$1129007.00,$123841.00,$8627.00,$48357.00,$180825.00,584839,$1894671.00,$0.00,$0.00,$33963.00,$0.00,$33963.00,$53943.00,86256,13440,2,70,72,149,3300,335750,14893,413704,16634,64,170388,2014,5,1,73,78552,659197,33.430399,-86.788939
AL,501-018,WARRIOR PUBLIC LIBRARY,JEFFERSON,0,1,2,$111637.00,$1750.00,$6998.00,14559,$134944.00,,$5500.00,$0.00,$9717.00,$15217.00,,$134415.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,27833,13440,1,70,71,23,2450,23700,2811,25833,2691,7,7288,2014,5,1,73,79944,659197,33.8133995,-86.8079621
AL,501-019,BIRMINGHAM PUBLIC LIBRARY,JEFFERSON,0,58,61,$14833320.00,$173739.00,$75000.00,645310,$15727369.00,$11816968.00,$473357.00,$22367.00,$340543.00,$836267.00,1922034,$14575269.00,$1323420.00,$0.00,$100000.00,$82000.00,$1505420.00,$1628420.00,700616,13440,36,70,106,992,45240,2218819,166061,1111516,43552,267,584688,2014,5,1,73,7000,659197,33.520858,-86.807252
AL,504-000,FORT PAYNE - DEKALB COUNTY PUBLIC LIBRARY,DEKALB,1,1,3.8,$207295.00,$60404.00,$6339.00,19378,$293416.00,$179793.00,$25423.00,$9100.00,$3037.00,$37560.00,84548,$301901.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,83764,64000,3,70,73,27,4544,43209,17698,81514,877,12,13377,2014,5,1,49,27616,70894,34.4448893,-85.7202819
AL,504-001,COLLINSVILLE PUBLIC LIBRARY,DEKALB,0,0,1,$61337.00,$2147.00,$3000.00,16193,$82677.00,$47213.00,$766.00,$91.00,$3571.00,$4428.00,26464,$78105.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,8287,7993,0,70,70,3,1623,8950,840,5118,62,15,6158,2014,5,1,49,16600,70894,34.262949,-85.85884
AL,504-002,GERALDINE PUBLIC LIBRARY,DEKALB,0,0,2,$32168.00,$898.00,$8840.00,5235,$47141.00,,$8085.00,$215.00,$1000.00,$9300.00,,$33002.00,$0.00,$0.00,$0.00,$0.00,$0.00,$4559.00,40807,0,0,70,70,0,2028,9879,1619,11826,0,19,4075,2014,5,1,49,29608,70894,34.351313,-86.000527
AL,504-003,RAINSVILLE PUBLIC LIBRARY,DEKALB,0,1,4,$180322.00,$4950.00,$3000.00,19953,$208225.00,$132477.00,$15516.00,$155.00,$2948.00,$18619.00,52063,$203159.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,53602,0,1,70,71,12,2538,26204,13926,122934,0,14,6762,2014,5,1,49,63336,70894,34.4866702,-85.8291084
AL,505-000,ESCAMBIA COUNTY COOPERATIVE LIBRARY SYSTEM,ESCAMBIA,0,0,1.5,$25000.00,$20833.00,$0.00,5218,$51051.00,,$4980.00,$1000.00,$797.00,$6777.00,,$49340.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,6319,101,0,70,70,5,1820,0,416,3473,1519,24,20912,2014,5,1,53,3004,37893,31.0226245,-87.4857384
AL,505-001,ATMORE PUBLIC,ESCAMBIA,0,0,5,$239761.00,$10000.00,$9340.00,51251,$310352.00,$207447.00,$25821.00,$0.00,$7437.00,$33258.00,58197,$298902.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,50128,0,0,70,70,35,2548,42016,12553,49701,0,32,13859,2014,5,1,53,3004,37893,31.0226245,-87.4857384
AL,505-002,BREWTON PUBLIC LIBRARY,ESCAMBIA,0,0,1,$308991.00,$5298.00,$0.00,67750,$382039.00,$308991.00,$38536.00,$1039.00,$22985.00,$62560.00,66850,$438401.00,$0.00,$0.00,$0.00,$13415.00,$13415.00,$13414.00,50754,14785,5,70,75,60,2427,58231,18467,117534,61130,29,15989,2014,5,1,53,9208,37893,31.1202492,-87.070251
AL,505-003,FLOMATON PUBLIC LIBRARY,ESCAMBIA,0,0,3.2,$125549.00,$1411.00,$7000.00,11480,$145440.00,$87669.00,$13771.00,$0.00,$1333.00,$15104.00,44211,$146984.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,27021,101,0,70,70,23,2450,37484,6968,126290,416,20,22843,2014,5,1,53,26824,37893,31.0017558,-87.2622884
AL,506-000,GADSDEN - ETOWAH COUNTY PUBLIC LIBRARY,ETOWAH,0,3,4,$1260024.00,$67904.00,$14600.00,0,$1342528.00,$1125362.00,$49605.00,$12511.00,$7384.00,$69500.00,137712,$1332574.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,98966,17922,5,61,66,56,6630,66176,32097,181028,9361,34,21622,2014,5,1,55,28696,103962,34.012704,-86.00984
AL,999-082,ATTALLA - ETOWAH COUNTY PUBLIC LIBRARY,ETOWAH,0,0,1,$133544.00,$5994.00,$0.00,2777,$142315.00,$106834.00,$5688.00,$0.00,$235.00,$5923.00,27552,$140309.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,19768,18255,0,70,70,0,2392,8950,6487,9753,842,10,6008,2014,5,1,55,3028,103962,34.0238057,-86.0879371
